id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type,flag
949413,150.512106,2.754130,0.2200,3.95,1.41,0.181713,0.161149,cluster,101,34,satellite,0
949663,149.694372,2.742252,0.6597,1.82,0.76,0.067107,0.071009,filament,1991,4,satellite,0
772345,150.728973,2.471105,1.1743,2.34,1.26,0.030707,0.037941,filament,7001,2,satellite,0
949394,149.933769,2.741663,0.4601,2.40,0.97,0.020426,0.061772,filament,953,4,satellite,0
772407,149.606343,2.470640,1.1363,4.49,2.27,0.193260,0.092502,cluster,6606,3,satellite,0
772456,149.978346,2.470401,0.6978,6.35,2.61,0.009352,0.087107,filament,2117,12,satellite,0
772937,150.268137,2.468507,0.6974,10.80,4.44,0.099097,0.116359,filament,2222,9,satellite,0
772936,150.267180,2.469771,0.6906,14.05,5.76,0.109515,0.158015,filament,2222,9,satellite,0
772934,149.881169,2.472420,1.1336,1.13,0.57,0.021999,0.013023,field,6607,2,satellite,0
772922,150.732235,2.471612,0.6291,4.61,1.97,0.349355,0.109707,cluster,1742,7,satellite,0
772886,149.480383,2.470437,0.9470,4.70,2.02,0.046267,0.054332,filament,4797,4,satellite,0
772832,150.387216,2.468774,0.3400,6.89,2.75,0.281552,0.311145,filament,387,73,satellite,0
772827,149.883142,2.468731,0.3106,4.80,1.86,0.052437,0.023213,field,300,3,satellite,0
772813,149.978079,2.469565,0.6889,9.61,3.94,0.041615,0.187001,filament,2117,12,satellite,0
772799,149.814823,2.472737,1.1712,1.92,1.03,0.049643,0.042680,field,6833,4,satellite,0
772454,150.590321,2.470391,0.6099,10.22,4.39,0.297491,0.224239,cluster,1480,80,satellite,0
772788,150.635572,2.471484,0.5356,1.37,0.55,0.015124,0.020149,filament,1283,2,satellite,0
772757,149.910017,2.469061,0.7269,17.97,7.25,0.194923,0.164294,cluster,1886,377,satellite,0
772724,150.138759,2.471781,0.6939,4.05,1.66,0.003633,0.026154,filament,2257,4,satellite,0
772710,150.242508,2.471083,0.6699,3.07,1.27,0.000485,0.039602,filament,1982,14,satellite,0
772694,149.462960,2.471919,1.1306,2.00,1.00,0.144039,0.101698,field,6271,6,satellite,0
772546,149.447582,2.474853,0.6426,1.42,0.60,0.073705,0.053357,field,1864,2,satellite,0
772533,150.748395,2.468516,0.9918,15.15,6.49,0.532728,0.299236,cluster,4366,40,satellite,0
772503,149.853909,2.469398,0.6875,6.76,2.77,0.010443,0.178093,filament,1886,377,satellite,0
772499,150.427016,2.471848,0.9790,1.94,0.84,0.018219,0.083029,filament,5209,2,satellite,0
772477,149.963755,2.470931,0.7252,7.79,3.14,0.000000,0.273315,filament,1886,377,satellite,0
772777,150.645157,2.469261,0.4302,3.72,1.52,0.161803,0.166002,filament,813,5,satellite,0
772941,149.888493,2.472400,0.6926,10.16,4.17,0.053944,0.358361,filament,1886,377,satellite,0
949386,150.431482,2.744797,0.8393,2.39,0.95,0.041011,0.062465,filament,2774,90,satellite,0
949288,149.914779,2.744163,0.8613,2.79,1.12,0.218694,0.088462,cluster,3700,85,satellite,0
920286,150.407318,2.696072,0.7097,3.28,1.34,0.008002,0.013020,field,2457,2,satellite,0
920268,150.119145,2.693616,0.6968,7.82,3.21,0.066129,0.099752,filament,2091,24,satellite,0
920238,150.098935,2.697737,1.1857,4.03,2.22,0.039022,0.102870,filament,7017,5,satellite,0
920218,149.972955,2.696471,0.9694,3.08,1.33,0.049799,0.081723,filament,5017,2,satellite,0
920209,150.191987,2.698438,1.1997,0.75,0.42,0.000000,0.001871,field,7228,3,satellite,0
920206,150.178046,2.695352,0.8561,0.89,0.35,0.002921,0.007399,field,3703,3,satellite,0
920150,150.014153,2.696310,0.9567,1.82,0.78,0.000070,0.009248,field,4872,2,satellite,0
919972,150.506768,2.697048,0.8193,3.44,1.36,0.002680,0.017269,field,3075,7,satellite,0
919918,150.447478,2.695473,0.5281,3.76,1.49,0.072148,0.056512,field,1262,3,satellite,0
920467,150.340928,2.697480,0.9049,5.00,2.08,0.124118,0.076175,field,4267,11,satellite,0
919915,149.914206,2.697511,0.8852,16.37,6.71,0.317635,0.608597,filament,3700,85,satellite,0
919848,149.992916,2.695546,1.1688,10.72,5.74,0.394892,0.199939,cluster,6913,8,satellite,0
919843,149.913473,2.694531,1.1181,11.82,5.84,0.771736,0.542503,cluster,6279,15,satellite,0
919757,150.744836,2.696010,0.6612,3.11,1.30,0.061575,0.034760,field,1989,4,satellite,0
919740,150.278508,2.697359,1.1980,1.81,1.02,0.094775,0.206770,filament,6671,12,satellite,0
919710,150.596488,2.692548,0.2100,9.00,3.19,0.362071,0.207108,cluster,69,18,satellite,0
919650,150.172349,2.694833,0.3300,6.81,2.69,0.301496,0.519040,filament,357,65,satellite,0
919605,150.057986,2.693430,0.7128,6.12,2.48,0.006667,0.015198,field,2362,7,satellite,0
919601,149.739221,2.696788,1.1391,8.82,4.50,0.579089,0.252893,cluster,6325,11,satellite,0
919522,150.014918,2.695530,0.7335,4.76,1.90,0.055825,0.058122,filament,2563,10,satellite,0
919906,150.118751,2.696908,0.9809,3.44,1.48,0.236401,0.140365,cluster,5290,17,satellite,0
920482,149.897384,2.697992,0.8775,5.30,2.16,0.200877,0.679928,filament,3700,85,satellite,0
949383,150.216613,2.741759,0.5796,2.14,0.91,0.047147,0.104768,filament,1488,4,satellite,0
920517,150.440482,2.696993,0.9659,3.38,1.46,0.095822,0.208201,filament,5019,5,satellite,0
920540,150.273593,2.697248,0.9801,2.23,0.96,0.009507,0.005487,field,5291,4,satellite,0
949228,149.675686,2.743270,0.6591,1.93,0.81,0.032229,0.063752,filament,1991,4,satellite,0
949215,150.577828,2.742953,0.3435,4.46,1.78,0.143613,0.163963,filament,342,48,satellite,0
949203,150.389443,2.743168,0.7935,5.30,2.09,0.393177,0.329356,cluster,2774,90,satellite,0
949189,149.679416,2.743932,1.0077,0.55,0.24,0.000054,0.002315,field,5612,2,satellite,0
920922,149.741869,2.697569,1.0596,5.11,2.41,0.209337,0.108435,cluster,5811,5,satellite,0
920865,149.727766,2.698275,1.1304,2.60,1.29,0.162405,0.297727,filament,6325,11,satellite,0
920809,150.185085,2.695422,0.6006,5.12,2.20,0.064847,0.212010,filament,1600,3,satellite,0
920803,150.497922,2.695454,0.2600,3.09,1.16,0.045358,0.114679,filament,169,5,satellite,0
920771,149.500534,2.695683,0.4101,2.63,1.06,0.072779,0.211328,filament,696,7,satellite,0
920528,150.564364,2.695887,0.7912,4.23,1.67,0.054228,0.061367,filament,2984,3,satellite,0
920742,150.436553,2.697145,0.7914,3.53,1.39,0.012652,0.066329,filament,2985,3,satellite,0
920727,150.059984,2.695748,0.7035,4.73,1.93,0.006134,0.020392,field,2362,7,satellite,0
920709,150.153786,2.698793,0.3415,14.58,5.81,0.500424,0.432377,cluster,357,65,satellite,0
920663,149.497159,2.695894,0.7092,5.78,2.36,0.012576,0.039912,filament,2459,5,satellite,0
920659,150.626771,2.698522,0.2100,17.61,6.24,0.335915,0.202330,cluster,69,18,satellite,0
920650,150.210258,2.696849,0.5087,3.33,1.33,0.031531,0.070662,filament,1170,2,satellite,0
920612,149.739443,2.697235,1.1349,7.22,3.65,0.396427,0.240027,cluster,6325,11,satellite,0
920592,149.728006,2.697138,0.8753,2.94,1.20,0.065102,0.217122,filament,3420,22,satellite,0
920584,150.052892,2.696903,0.7014,4.17,1.71,0.007274,0.037392,filament,2362,7,satellite,0
920561,149.462203,2.695817,0.9918,1.80,0.77,0.003865,0.010743,field,5429,2,satellite,0
920734,150.012373,2.697021,0.6934,5.04,2.07,0.009896,0.029229,filament,2230,4,satellite,0
540636,149.917154,2.121633,0.6719,5.93,2.46,0.297013,0.161182,cluster,1907,43,satellite,0
772944,149.572561,2.469768,0.2299,1.74,0.63,0.017110,0.017518,filament,126,2,satellite,0
773015,150.377135,2.471799,0.8640,3.34,1.35,0.010476,0.072261,filament,3880,3,satellite,0
804588,150.708219,2.518726,1.1953,2.10,1.17,0.006773,0.080911,filament,7200,2,satellite,0
804532,150.594825,2.518306,0.3799,3.11,1.25,0.016064,0.013964,field,542,5,satellite,0
804509,150.367360,2.520228,0.9756,2.05,0.88,0.003345,0.008624,field,5085,2,satellite,0
804437,149.729017,2.520046,0.9644,3.29,1.42,0.044293,0.027916,field,4940,3,satellite,0
804407,149.917643,2.519727,0.7217,65.88,26.63,0.783531,0.502748,cluster,1886,377,satellite,0
804362,149.564240,2.516777,0.4693,10.65,4.29,0.069490,0.027614,field,983,19,satellite,0
804294,149.938766,2.519035,0.6913,11.69,4.80,0.490574,0.286382,cluster,1886,377,satellite,0
804287,150.434905,2.520387,0.9957,3.27,1.41,0.077815,0.046800,field,5485,4,satellite,0
804235,150.328028,2.518804,0.3486,4.29,1.71,0.071491,0.106763,filament,387,73,satellite,0
804600,150.146424,2.519240,0.6322,6.30,2.69,0.527846,0.269411,cluster,1691,9,satellite,0
804112,149.866121,2.520293,0.7308,10.90,4.39,0.065689,0.583158,filament,1886,377,satellite,0
804046,150.464272,2.519682,0.9937,4.55,1.96,0.036035,0.069810,filament,5484,2,satellite,0
804044,150.043338,2.516058,0.3300,4.52,1.79,0.049330,0.222448,filament,389,7,satellite,0
804032,150.141968,2.519009,0.6635,8.79,3.66,0.531950,0.362850,cluster,1919,27,satellite,0
804025,150.112004,2.519954,0.8483,3.38,1.35,0.068372,0.221666,filament,3558,6,satellite,0
804014,150.083999,2.519117,0.7386,3.53,1.40,0.010902,0.009586,field,2660,2,satellite,0
804013,150.397003,2.517302,0.2300,8.03,2.91,0.201476,0.384835,filament,99,15,satellite,0
804001,149.998793,2.520030,0.9303,4.06,1.73,0.049245,0.136678,filament,4436,8,satellite,0
803984,150.198303,2.519005,0.6946,2.98,1.22,0.000000,0.141041,filament,2197,25,satellite,0
803975,149.929250,2.519101,0.7197,35.36,14.29,0.686302,0.358210,cluster,1886,377,satellite,0
804078,150.174638,2.519963,0.9104,6.19,2.58,0.048889,0.115173,filament,4214,6,satellite,0
804644,149.915483,2.520647,0.8245,6.27,2.49,0.020332,0.010040,field,3265,8,satellite,0
803906,150.176409,2.520156,0.6917,24.15,9.91,0.750895,0.308407,cluster,2197,25,satellite,0
804668,150.102028,2.521156,0.8809,9.86,4.03,0.323456,0.470689,filament,3688,95,satellite,0
804806,149.898748,2.519937,0.7014,11.14,4.57,0.673248,0.314022,cluster,1886,377,satellite,0
540627,150.658949,2.124145,1.0190,1.93,0.84,0.003845,0.087714,filament,5631,3,satellite,0
540573,150.373379,2.121395,0.9300,4.90,2.08,0.037419,0.047447,filament,4124,10,satellite,0
540557,150.118456,2.121754,0.9922,3.95,1.69,0.064850,0.132053,filament,5378,5,satellite,0
540550,150.402530,2.123386,0.8573,5.12,2.05,0.007442,0.586408,filament,3121,61,satellite,0
540483,150.127099,2.123362,0.9707,5.79,2.51,0.196492,0.269249,filament,4559,13,satellite,0
540465,149.715164,2.121421,0.7968,2.37,0.93,0.018418,0.009028,field,2874,5,satellite,0
540396,150.390139,2.123008,0.8088,8.08,3.20,0.068197,0.057730,field,3120,12,satellite,0
540369,150.523800,2.121788,0.9301,3.55,1.51,0.071354,0.110982,filament,4557,4,satellite,0
540346,150.693199,2.122698,1.1446,2.94,1.51,0.162393,0.081787,field,6639,5,satellite,0
804752,149.922331,2.520748,0.7172,64.77,26.27,0.758810,0.431538,cluster,1886,377,satellite,0
540297,150.567073,2.123347,1.1761,1.83,0.99,0.086963,0.170926,filament,6815,7,satellite,0
540285,149.727340,2.122635,0.9612,2.70,1.16,0.004160,0.006287,field,4715,4,satellite,0
540214,150.382049,2.120847,1.1511,12.96,6.70,0.580551,0.485403,cluster,6510,18,satellite,0
805021,150.432878,2.521262,0.9979,3.40,1.47,0.065257,0.047010,field,5485,4,satellite,0
805013,149.889052,2.520284,0.6842,7.79,3.20,0.621649,0.327327,cluster,1886,377,satellite,0
804981,149.919290,2.521120,0.7031,55.05,22.50,0.764549,0.454947,cluster,1886,377,satellite,0
804954,149.478295,2.516512,0.6695,3.58,1.48,0.061864,0.047178,field,2084,8,satellite,0
804920,150.664243,2.521952,1.1750,2.03,1.10,0.006551,0.012828,field,7006,2,satellite,0
804919,149.873855,2.519285,0.6846,7.64,3.14,0.300959,0.431544,filament,1886,377,satellite,0
804852,150.355406,2.520223,0.9173,5.48,2.30,0.050426,0.055919,filament,4370,2,satellite,0
540286,149.924602,2.120752,0.5575,1.81,0.75,0.035892,0.012840,field,1366,2,satellite,0
773007,149.710618,2.470753,0.3738,1.59,0.64,0.000000,0.022772,filament,331,84,satellite,0
803851,149.936519,2.519213,0.7107,22.21,9.07,0.565798,0.369610,cluster,1886,377,satellite,0
803801,150.088800,2.519420,0.9206,4.58,1.93,0.043470,0.148874,filament,3688,95,satellite,0
773897,149.833747,2.481315,0.8114,0.79,0.31,0.000000,0.000050,field,3066,2,satellite,0
773885,150.616552,2.473158,0.9596,2.11,0.91,0.003991,0.018040,field,5000,2,satellite,0
773881,149.909267,2.471371,0.7002,10.88,4.46,0.189333,0.182925,cluster,1886,377,satellite,0
773877,149.566223,2.473610,0.9740,2.75,1.19,0.005224,0.032211,filament,5001,4,satellite,0
773799,150.735628,2.473357,0.9439,7.61,3.27,0.394510,0.142548,cluster,4366,40,satellite,0
773773,149.905530,2.472622,0.7118,18.09,7.39,0.243038,0.215692,cluster,1886,377,satellite,0
773691,150.152750,2.470526,0.8847,5.62,2.30,0.024170,0.068846,filament,3987,5,satellite,0
773651,149.781502,2.472974,0.7153,9.57,3.88,0.066286,0.056836,field,2258,26,satellite,0
773609,150.728052,2.472802,0.9638,5.09,2.20,0.344446,0.284819,cluster,4366,40,satellite,0
773902,149.546855,2.473235,1.0881,3.07,1.48,0.030760,0.144214,filament,6133,4,satellite,0
773569,150.118182,2.474481,0.5101,10.22,4.07,0.236826,0.409701,filament,1120,10,satellite,0
773452,150.738809,2.472431,0.9443,7.97,3.42,0.441278,0.161304,cluster,4366,40,satellite,0
773432,150.287543,2.471105,0.8337,7.70,3.06,0.152277,0.032463,field,3400,20,satellite,0
773413,150.083270,2.472980,0.7000,7.98,3.28,0.059070,0.072337,filament,2298,35,satellite,0
773244,149.776811,2.472160,0.7533,2.30,0.91,0.074480,0.058066,field,2763,4,satellite,0
773239,150.010688,2.472216,0.8430,1.25,0.50,0.000424,0.003852,field,3555,2,satellite,0
773170,149.526628,2.472366,1.0030,1.08,0.47,0.005099,0.010216,field,5409,3,satellite,0
773165,149.792535,2.471195,1.0093,1.86,0.81,0.010522,0.017470,field,5543,2,satellite,0
773125,149.610477,2.471129,0.6687,4.10,1.70,0.120572,0.091146,field,2077,5,satellite,0
773032,150.014224,2.470284,0.3083,1.82,0.70,0.016139,0.019381,filament,297,3,satellite,0
773505,150.317475,2.472776,0.8841,3.74,1.53,0.020531,0.014227,field,3986,3,satellite,0
773909,150.721198,2.473636,0.6236,4.89,2.10,0.276295,0.196928,cluster,1742,7,satellite,0
803838,150.321971,2.521156,0.5076,12.40,4.94,0.429703,0.312982,cluster,1069,16,satellite,0
773935,149.534996,2.473712,0.9936,2.11,0.91,0.007214,0.025172,field,5409,3,satellite,0
774105,149.863431,2.473640,0.7339,6.38,2.55,0.000649,0.083206,filament,1886,377,satellite,0
803799,150.088339,2.515419,0.8485,4.72,1.89,0.164896,0.114166,field,3688,95,satellite,0
803744,149.923692,2.520024,0.7125,52.89,21.45,0.752392,0.381350,cluster,1886,377,satellite,0
803739,150.313333,2.519492,0.7784,1.71,0.67,0.066167,0.054662,field,2881,7,satellite,0
803731,149.831676,2.519022,0.7004,5.20,2.13,0.003879,0.057567,filament,1886,377,satellite,0
803722,149.460354,2.519806,0.6616,2.08,0.87,0.024837,0.023185,field,2084,8,satellite,0
803701,150.426664,2.517528,0.6646,3.19,1.33,0.035649,0.040684,filament,1983,7,satellite,0
803694,150.424250,2.519478,1.1380,1.18,0.60,0.003231,0.305863,filament,6658,2,satellite,0
803680,150.089757,2.519433,0.9031,12.92,5.37,0.516252,0.474904,cluster,3688,95,satellite,0
803608,149.464916,2.517518,0.6795,6.79,2.79,0.061479,0.146693,filament,2084,8,satellite,0
774094,150.303277,2.474122,0.9110,3.40,1.41,0.060071,0.064331,filament,4149,8,satellite,0
774408,150.749967,2.473267,0.9915,9.68,4.15,0.565038,0.293987,cluster,4366,40,satellite,0
774389,149.794793,2.474256,1.1555,1.85,0.96,0.022412,0.030236,field,6833,4,satellite,0
774335,150.385825,2.473610,0.6200,4.73,2.03,0.075192,0.072622,field,1775,2,satellite,0
774332,150.557816,2.473129,0.8195,4.24,1.68,0.006195,0.003682,field,3204,2,satellite,0
774282,150.546547,2.470558,0.5883,2.09,0.90,0.154506,0.293490,filament,1482,2,satellite,0
774281,150.332575,2.474598,1.1651,1.03,0.55,0.001718,0.007339,field,6779,5,satellite,0
774260,149.927654,2.474461,0.6765,3.26,1.34,0.008210,0.067369,filament,1886,377,satellite,0
774212,149.888865,2.472131,0.6850,9.39,3.86,0.040014,0.305694,filament,1886,377,satellite,0
774185,150.598453,2.472796,0.6059,5.68,2.44,0.224892,0.269384,filament,1480,80,satellite,0
774168,150.169645,2.473528,0.6721,15.51,6.42,0.352649,0.417887,filament,2080,14,satellite,0
774396,150.580037,2.474520,0.6141,11.03,4.73,0.383149,0.193310,cluster,1480,80,satellite,0
864747,149.770992,2.611644,0.9526,1.84,0.79,0.004004,0.025772,field,4810,2,satellite,0
585216,150.376829,2.186291,0.6251,4.15,1.78,0.170805,0.083894,cluster,1736,3,satellite,0
864779,150.060401,2.609664,0.6967,20.20,8.30,0.474989,0.305595,cluster,1987,89,satellite,0
593642,150.505179,2.203709,0.9007,1.55,0.64,0.002466,0.002344,field,4129,3,satellite,0
775989,150.607074,2.476130,1.1882,6.09,3.38,0.091507,0.051952,field,7005,5,satellite,0
775978,150.008621,2.476366,0.6931,2.83,1.16,0.026536,0.067148,filament,2295,38,satellite,0
775941,149.769502,2.475061,0.8600,1.49,0.60,0.066912,0.040913,field,3816,2,satellite,0
775925,150.068338,2.474387,0.7003,5.03,2.06,0.016102,0.067592,filament,2298,35,satellite,0
775887,149.812823,2.476950,1.0011,1.81,0.78,0.008800,0.035149,filament,5483,3,satellite,0
775870,150.084096,2.473656,0.7150,9.90,4.01,0.077638,0.073466,field,2298,35,satellite,0
775823,149.584293,2.476684,0.8383,2.31,0.92,0.000452,0.016361,field,3402,2,satellite,0
775807,149.539266,2.476268,0.8470,4.55,1.81,0.011821,0.170528,filament,3618,2,satellite,0
775794,150.063725,2.476439,1.1763,2.97,1.60,0.085681,0.073839,field,6906,2,satellite,0
776072,150.622657,2.477151,0.7961,3.48,1.37,0.027353,0.088096,filament,3022,9,satellite,0
775778,150.436250,2.476331,0.6712,2.07,0.86,0.058546,0.040850,field,2081,2,satellite,0
775723,150.231499,2.474550,0.3830,10.91,4.38,0.075134,0.018895,field,520,29,satellite,0
775697,149.895703,2.475906,0.6843,5.75,2.36,0.069905,0.316995,filament,1886,377,satellite,0
775670,150.319977,2.475146,0.8343,3.71,1.48,0.029162,0.049768,filament,3400,20,satellite,0
775654,150.738836,2.473805,0.9751,10.18,4.39,0.598643,0.285437,cluster,4366,40,satellite,0
775598,149.879581,2.475790,0.3552,6.57,2.63,0.324032,0.349269,filament,335,42,satellite,0
775557,150.739056,2.476288,0.9465,7.35,3.15,0.424480,0.159343,cluster,4366,40,satellite,0
775508,149.908387,2.475528,0.7169,17.97,7.29,0.370910,0.190987,cluster,1886,377,satellite,0
775484,150.158366,2.475723,0.6839,7.92,3.26,0.115714,0.217102,filament,2080,14,satellite,0
775483,149.928086,2.474947,0.7155,14.08,5.71,0.277130,0.280762,filament,1886,377,satellite,0
775777,149.735156,2.475865,0.8693,5.22,2.11,0.089636,0.024730,field,3920,2,satellite,0
776101,150.665672,2.475612,0.3440,1.51,0.60,0.000128,0.000837,field,442,2,satellite,0
775469,149.957145,2.475991,0.7243,17.62,7.11,0.085756,0.367465,filament,1886,377,satellite,0
776103,150.465863,2.476920,0.6657,4.47,1.86,0.090593,0.085446,field,2118,5,satellite,0
805562,149.915358,2.521954,0.7185,62.38,25.21,0.786087,0.453058,cluster,1886,377,satellite,0
806116,149.917294,2.522281,0.7228,62.35,25.17,0.807279,0.529623,cluster,1886,377,satellite,0
806106,149.750087,2.519609,0.4797,6.58,2.63,0.095964,0.099351,filament,988,9,satellite,0
806095,150.317152,2.521910,0.5019,15.47,6.15,0.567750,0.153527,cluster,1069,16,satellite,0
806076,150.079586,2.519721,0.3336,2.67,1.06,0.000000,0.090771,filament,389,7,satellite,0
806074,149.553294,2.519928,0.4841,7.63,3.05,0.027661,0.021579,field,983,19,satellite,0
806072,150.214329,2.522801,0.8989,4.47,1.85,0.014963,0.020666,field,4027,4,satellite,0
806069,149.938523,2.521216,0.6712,8.25,3.41,0.226258,0.134851,cluster,1886,377,satellite,0
806063,150.092577,2.522274,0.8894,26.36,10.86,0.637601,0.457828,cluster,3688,95,satellite,0
806042,150.216929,2.523533,1.0483,0.79,0.37,0.000028,0.035349,filament,5782,2,satellite,0
776128,150.306650,2.476873,0.8583,4.74,1.90,0.199939,0.109856,cluster,3400,20,satellite,0
806017,149.909272,2.521301,0.7120,24.92,10.17,0.736361,0.323116,cluster,1886,377,satellite,0
805856,150.165524,2.521198,0.7044,15.53,6.35,0.197064,0.099447,cluster,2197,25,satellite,0
805841,150.370689,2.521781,0.3500,3.69,1.47,0.181237,0.256492,filament,387,73,satellite,0
805837,149.918507,2.520098,0.8304,6.74,2.67,0.025993,0.011010,field,3265,8,satellite,0
805833,150.587755,2.520546,0.5633,2.02,0.84,0.146030,0.027625,field,1375,3,satellite,0
805781,150.199337,2.522131,0.8670,4.78,1.93,0.232586,0.088208,cluster,3560,13,satellite,0
805730,150.471353,2.522499,0.9077,2.75,1.15,0.013971,0.017613,field,4319,6,satellite,0
805675,150.011182,2.522674,1.0105,8.21,3.57,0.265559,0.168517,cluster,5486,8,satellite,0
805637,150.425796,2.523564,0.9970,3.54,1.52,0.046501,0.054561,filament,5485,4,satellite,0
805574,150.159463,2.521543,0.6651,10.53,4.38,0.653501,0.318490,cluster,1919,27,satellite,0
805913,150.426562,2.520659,0.8771,4.52,1.84,0.205438,0.157293,cluster,3763,27,satellite,0
806159,150.151067,2.519901,0.6651,14.22,5.91,0.647678,0.333600,cluster,1919,27,satellite,0
775455,150.456129,2.476724,0.5812,1.27,0.54,0.000109,0.005138,field,1463,2,satellite,0
775413,150.029589,2.475914,0.8240,1.33,0.53,0.000269,0.001022,field,3203,2,satellite,0
865528,150.156729,2.612044,0.6651,2.55,1.06,0.005640,0.014480,field,2089,9,satellite,0
865454,149.926811,2.610748,0.3303,16.17,6.39,0.734038,0.307666,cluster,356,24,satellite,0
865382,150.086750,2.612671,1.1364,4.25,2.15,0.293119,0.138062,cluster,6537,4,satellite,0
865370,150.673592,2.613429,1.1905,1.08,0.60,0.003135,0.008419,field,7008,5,satellite,0
865271,149.907924,2.608922,0.2658,13.45,5.05,0.446446,0.595729,filament,139,25,satellite,0
865252,150.717069,2.611849,0.6673,1.65,0.69,0.017504,0.008474,field,2123,2,satellite,0
865248,150.500899,2.611874,0.3401,8.89,3.54,0.106848,0.367309,filament,355,37,satellite,0
865236,150.352288,2.609226,0.1868,1.43,0.50,0.000067,0.010793,filament,50,2,satellite,0
865220,150.376985,2.610538,0.9111,2.65,1.10,0.008711,0.035979,filament,4329,5,satellite,0
774434,149.930001,2.471256,0.3599,5.05,2.02,0.149553,0.253767,filament,335,42,satellite,0
865169,149.578168,2.612328,0.7038,2.30,0.94,0.000778,0.009790,field,2455,30,satellite,0
864979,150.470851,2.611061,0.6212,3.81,1.63,0.045938,0.025140,field,1724,2,satellite,0
864954,150.131182,2.611777,0.5048,7.24,2.89,0.407995,0.412241,filament,1092,16,satellite,0
864869,149.869994,2.611628,1.1300,4.44,2.21,0.082835,0.033201,field,6481,3,satellite,0
864858,150.553137,2.611179,0.5938,4.87,2.10,0.209792,0.478864,filament,1480,80,satellite,0
864827,150.581600,2.609394,0.6713,3.21,1.33,0.168489,0.059868,cluster,2088,10,satellite,0
259328,149.916036,1.676354,0.7171,1.40,0.57,0.000511,0.001242,field,2465,2,satellite,0
259306,150.179680,1.676293,0.3515,4.99,1.99,0.126257,0.287999,filament,362,62,satellite,0
259252,150.056175,1.677756,1.1251,4.93,2.45,0.150367,0.054989,field,6148,5,satellite,0
259249,149.928913,1.676919,1.1608,4.23,2.22,0.130726,0.028535,field,6849,3,satellite,0
865156,150.348634,2.611176,0.4480,3.30,1.34,0.029012,0.037574,filament,904,2,satellite,0
774535,149.785220,2.472969,0.7287,7.92,3.19,0.078554,0.066964,field,2258,26,satellite,0
775433,150.069790,2.474301,0.2754,2.69,1.02,0.069547,0.242647,filament,218,2,satellite,0
774572,149.856043,2.473902,0.7004,9.77,4.01,0.045106,0.279286,filament,1886,377,satellite,0
774612,150.310753,2.474114,0.3462,6.37,2.54,0.079116,0.211980,filament,387,73,satellite,0
775368,150.491039,2.473951,0.4115,3.07,1.24,0.118218,0.088083,field,668,5,satellite,0
775266,149.740415,2.474545,1.1145,0.72,0.36,0.000056,0.002778,field,6376,3,satellite,0
775247,150.705849,2.475052,1.0772,1.96,0.94,0.032872,0.033211,filament,5939,2,satellite,0
775219,150.266346,2.474022,0.7010,7.92,3.25,0.078930,0.061506,field,2222,9,satellite,0
775084,149.445385,2.472999,0.3513,2.87,1.15,0.019901,0.069288,filament,428,4,satellite,0
775048,149.608055,2.475567,0.9676,1.54,0.67,0.000000,0.004709,field,5002,9,satellite,0
774989,150.308312,2.475551,1.1503,1.09,0.56,0.011463,0.025541,field,6779,5,satellite,0
774910,150.275637,2.476689,0.8397,4.77,1.90,0.105030,0.075605,field,3400,20,satellite,0
774909,150.370558,2.478512,0.3570,7.74,3.10,0.288550,0.239490,cluster,387,73,satellite,0
774583,150.312087,2.472819,0.8390,6.33,2.52,0.135207,0.081259,field,3400,20,satellite,0
774899,149.900766,2.474339,0.7110,15.17,6.19,0.227059,0.275126,filament,1886,377,satellite,0
774877,150.738317,2.474862,0.9948,4.94,2.12,0.513825,0.159960,cluster,4366,40,satellite,0
774840,150.319328,2.474675,0.9104,5.71,2.38,0.107104,0.051959,field,4149,8,satellite,0
774830,150.214614,2.474279,0.3644,7.24,2.90,0.115885,0.033045,field,520,29,satellite,0
774784,150.010094,2.473765,0.2101,4.27,1.51,0.275070,0.367085,filament,66,66,satellite,0
774748,149.733796,2.473269,0.8409,2.47,0.98,0.006426,0.007206,field,3405,7,satellite,0
774732,150.314986,2.474634,0.9926,3.55,1.53,0.027320,0.013596,field,5482,2,satellite,0
774685,150.561993,2.475034,1.1483,2.76,1.43,0.001832,0.576859,filament,6180,36,satellite,0
774666,150.467018,2.473869,0.6652,4.24,1.77,0.095612,0.082781,field,2118,5,satellite,0
774637,150.313401,2.475082,0.8505,7.35,2.94,0.306524,0.203944,cluster,3400,20,satellite,0
774879,149.721618,2.474700,1.1969,2.85,1.59,0.123348,0.092739,field,7150,6,satellite,0
259240,149.666152,1.676993,0.9224,0.88,0.37,0.000030,0.014413,field,4382,2,satellite,0
806200,149.921027,2.523240,0.6749,8.54,3.52,0.544712,0.188050,cluster,1886,377,satellite,0
806235,150.039317,2.523204,0.8760,1.59,0.65,0.044088,0.168510,filament,3881,2,satellite,0
584121,150.473706,2.187927,0.8371,5.90,2.35,0.004231,0.215244,filament,2856,160,satellite,0
584078,149.867002,2.188152,0.9375,9.45,4.05,0.590119,0.381921,cluster,4414,28,satellite,0
584077,149.463920,2.188218,0.9654,1.75,0.76,0.022569,0.109728,filament,5056,3,satellite,0
584050,149.692005,2.187453,0.8737,2.22,0.90,0.002257,0.017281,field,3904,3,satellite,0
